gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.75,30,0,0.7770491803278688,45.81157684326172,1.0909463480970223,305,237,1
0.75,30,50,0.7910447761194029,127.67090606689453,1.551760354888916,268,212,0
0.75,30,100,0.8395522388059702,137.95303344726562,3.3856589561212718,268,225,0
0.75,30,150,0.8656716417910447,156.19973754882812,4.373142818323309,268,232,0
0.75,30,200,0.8619402985074627,158.6343231201172,4.232073695151589,268,231,0
0.75,30,250,0.8694029850746269,161.5146942138672,4.514211941495029,268,233,0
0.75,30,300,0.8731343283582089,162.10301208496094,4.655281064666749,268,234,0
0.75,30,350,0.8768656716417911,152.45205688476562,4.796350187838468,268,235,0
0.75,30,400,0.8768656716417911,152.74771118164062,4.796350187838468,268,235,0
0.75,30,450,0.8768656716417911,152.42816162109375,4.796350187838468,268,235,0
0.75,30,500,0.8768656716417911,159.86891174316406,4.796350187838468,268,235,0
0.75,30,550,0.8843283582089553,161.01242065429688,5.078488434181907,268,237,0
0.75,30,600,0.8917910447761194,153.17213439941406,5.360626680525347,268,239,0
0.75,30,650,0.8917910447761194,150.3987274169922,5.360626680525347,268,239,0
0.75,30,700,0.8880597014925373,150.8417205810547,5.219557557353627,268,238,0
0.75,30,750,0.8955223880597015,151.848876953125,5.501695803697066,268,240,0
0.75,30,800,0.8992537313432836,149.47386169433594,5.642764926868786,268,241,0
0.75,30,850,0.9104477611940298,151.7230224609375,6.065972296383945,268,244,0
0.75,30,900,0.9104477611940298,154.76602172851562,6.065972296383945,268,244,0
0.75,30,950,0.9216417910447762,153.42103576660156,6.489179665899104,268,247,0
0.75,30,1000,0.9291044776119403,155.53773498535156,6.7713179122425435,268,249,0
