gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.75,500,0,0.7923156801661475,308.3607177734375,3.032590942210315,963,763,0
0.75,500,50,0.8743509865005192,1135.7684326171875,8.911724302568963,963,842,0
0.75,500,100,0.877466251298027,1138.0452880859375,9.134982531443342,963,845,0
0.75,500,150,0.8888888888888888,1155.0020751953125,9.953596037316064,963,856,0
0.75,500,200,0.8909657320872274,1156.14599609375,10.102434856565651,963,858,0
0.75,500,250,0.8951194184839044,1150.87939453125,10.400112495064823,963,862,0
0.75,500,300,0.8992731048805815,1170.3868408203125,10.697790133563995,963,866,0
0.75,500,350,0.9003115264797508,1186.587646484375,10.772209543188788,963,867,0
0.75,500,400,0.9055036344755971,1210.2880859375,11.144306591312752,963,872,0
0.75,500,450,0.9127725856697819,1153.2713623046875,11.665242458686304,963,879,0
0.75,500,500,0.9096573208722741,1180.7578125,11.441984229811926,963,876,0
0.75,500,550,0.9179646936656283,1173.9305419921875,12.03733950681027,963,884,0
0.75,500,600,0.9231568016614745,1167.647216796875,12.409436554934233,963,889,0
0.75,500,650,0.9241952232606438,1155.912841796875,12.483855964559027,963,890,0
0.75,500,700,0.9325025960539979,1140.2523193359375,13.07921124155737,963,898,0
0.75,500,750,0.9397715472481828,1172.2244873046875,13.600147108930923,963,905,0
0.75,500,800,0.9428868120456906,1165.461669921875,13.823405337805301,963,908,0
0.75,500,850,0.9460020768431984,1155.317138671875,14.04666356667968,963,911,0
0.75,500,900,0.9480789200415368,1178.7281494140625,14.195502385929267,963,913,0
0.75,500,950,0.9543094496365524,1147.5953369140625,14.642018843678024,963,919,0
0.75,500,1000,0.9595015576323987,1135.0716552734375,15.014115891801989,963,924,0
