gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.5,50,0,0.48363636363636364,45.8005485534668,-0.5427204202399745,275,133,2
0.5,50,50,0.6802884615384616,94.6526870727539,10.400628679223047,832,566,0
0.5,50,100,0.7331730769230769,123.55390930175781,13.451479758461806,832,610,0
0.5,50,150,0.7391826923076923,129.26487731933594,13.798167381102575,832,615,0
0.5,50,200,0.7439903846153846,126.97265625,14.07551747921519,832,619,0
0.5,50,250,0.7572115384615384,130.8294677734375,14.83823024902488,832,630,0
0.5,50,300,0.7596153846153846,127.68940734863281,14.976905298081187,832,632,0
0.5,50,350,0.7668269230769231,138.98463439941406,15.392930445250109,832,638,0
0.5,50,400,0.765625,128.2965545654297,15.323592920721955,832,637,0
0.5,50,450,0.7776442307692307,126.11605834960938,16.01696816600349,832,647,0
0.5,50,500,0.7764423076923077,124.30203247070312,15.947630641475339,832,646,0
0.5,50,550,0.7824519230769231,135.96473693847656,16.294318264116107,832,651,0
0.5,50,600,0.7908653846153846,138.343994140625,16.779680935813182,832,658,0
0.5,50,650,0.7956730769230769,136.90277099609375,17.057031033925796,832,662,0
0.5,50,700,0.7956730769230769,137.92172241210938,17.057031033925796,832,662,0
0.5,50,750,0.8076923076923077,134.64089965820312,17.750406279207333,832,672,0
0.5,50,800,0.8112980769230769,133.21292114257812,17.958418852791795,832,675,0
0.5,50,850,0.8245192307692307,134.34429931640625,18.721131622601483,832,686,0
0.5,50,900,0.8293269230769231,141.7110595703125,18.9984817207141,832,690,0
0.5,50,950,0.8329326923076923,139.74966430664062,19.206494294298558,832,693,0
0.5,50,1000,0.8509615384615384,147.57452392578125,20.246557162220864,832,708,0
