gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.9,50,0,0.9046153846153846,53.574459075927734,0.2773500981126146,325,294,0
0.9,50,50,1.0,153.78489685058594,1.0000000000000004,9,9,1
0.9,50,100,1.0,166.98829650878906,1.0000000000000004,9,9,0
0.9,50,150,1.0,169.00439453125,1.0000000000000004,9,9,0
0.9,50,200,1.0,171.27745056152344,1.0000000000000004,9,9,0
0.9,50,250,1.0,177.0986328125,1.0000000000000004,9,9,0
0.9,50,300,1.0,174.40194702148438,1.0000000000000004,9,9,0
0.9,50,350,1.0,172.62351989746094,1.0000000000000004,9,9,0
0.9,50,400,1.0,173.10986328125,1.0000000000000004,9,9,0
0.9,50,450,1.0,170.35379028320312,1.0000000000000004,9,9,0
0.9,50,500,1.0,172.52206420898438,1.0000000000000004,9,9,0
0.9,50,550,1.0,168.66354370117188,1.0000000000000004,9,9,0
0.9,50,600,1.0,170.14491271972656,1.0000000000000004,9,9,0
0.9,50,650,1.0,171.27403259277344,1.0000000000000004,9,9,0
0.9,50,700,1.0,171.43817138671875,1.0000000000000004,9,9,0
0.9,50,750,1.0,168.94284057617188,1.0000000000000004,9,9,0
0.9,50,800,1.0,169.9518585205078,1.0000000000000004,9,9,0
0.9,50,850,1.0,168.56858825683594,1.0000000000000004,9,9,0
0.9,50,900,1.0,168.7896270751953,1.0000000000000004,9,9,0
0.9,50,950,1.0,170.94358825683594,1.0000000000000004,9,9,0
0.9,50,1000,1.0,175.00657653808594,1.0000000000000004,9,9,0
