model_seed,gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
1,0.1,4,500,0.173828125,38.4764404296875,7.874999999999998,1024,178,0
2,0.1,4,500,0.1884765625,24.767370223999023,9.437499999999998,1024,193,0
3,0.1,4,500,0.2122905027932961,35.31599044799805,11.197815030286666,895,190,0
4,0.1,4,500,0.20717781402936378,34.66230010986328,8.84532668935611,613,127,0
5,0.1,4,500,0.193359375,49.68720245361328,9.958333333333332,1024,198,0
6,0.1,4,500,0.1875,35.668426513671875,9.333333333333332,1024,192,0
7,0.1,4,500,0.18571428571428572,54.88881301879883,8.944271909999157,980,182,0
8,0.1,4,500,0.1962890625,21.869840621948242,10.27083333333333,1024,201,0
9,0.1,4,500,0.2138671875,38.89779281616211,12.14583333333333,1024,219,0
10,0.1,4,500,0.1704422869471413,46.892005920410156,7.149111318236482,927,158,0
11,0.1,4,500,0.1953125,34.019378662109375,10.166666666666664,1024,200,0
12,0.1,4,500,0.1902071563088512,36.6396484375,6.928943151090515,531,101,0
13,0.1,4,500,0.1748046875,33.65629196166992,7.979166666666665,1024,179,0
14,0.1,4,500,0.2109375,44.66961669921875,11.83333333333333,1024,216,0
15,0.1,4,500,0.20658682634730538,42.71559143066406,11.246467620196828,1002,207,0
16,0.1,4,500,0.19103773584905662,49.47929763793945,6.248605714498398,424,81,0
17,0.1,4,500,0.1806640625,32.52764129638672,8.604166666666664,1024,185,0
18,0.1,4,500,0.21651090342679127,50.38328170776367,9.840401739949435,642,139,0
19,0.1,4,500,0.19237749546279492,27.583955764770508,7.228043010891107,551,106,0
20,0.1,4,500,0.2015267175572519,35.257904052734375,8.661233372240579,655,132,0
21,0.1,4,500,0.1767578125,27.096101760864258,8.187499999999998,1024,181,0
22,0.1,4,500,0.17967332123411978,41.25971221923828,6.234009590925729,551,99,0
23,0.1,4,500,0.18359375,44.68736267089844,8.916666666666664,1024,188,0
24,0.1,4,500,0.18292682926829268,29.721210479736328,7.509343773089565,738,135,0
25,0.1,4,500,0.13924050632911392,55.78065872192383,1.1625908309568913,79,11,0
26,0.1,4,500,0.2001953125,60.972686767578125,10.687499999999998,1024,205,0
27,0.1,4,500,0.18475750577367206,41.70675277709961,5.878964819964068,433,80,0
28,0.1,4,500,0.18181818181818182,37.71628189086914,0.9045340337332908,11,2,4
29,0.1,4,500,0.1826171875,25.976360321044922,8.812499999999998,1024,187,0
30,0.1,4,500,0.175,43.782779693603516,4.743416490252569,360,63,0
