model_seed,gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
1,0.1,1,0,0.0771484375,25.062007904052734,-2.4375000000000004,1024,79,1
2,0.1,1,0,0.1015625,24.5548152923584,0.16666666666666605,1024,104,4
3,0.1,1,0,0.10348837209302325,34.37057876586914,0.3409971697352367,860,89,1
4,0.1,1,0,0.10438413361169102,36.188194274902344,0.3198381636694668,479,50,0
5,0.1,1,0,0.099609375,30.605070114135742,-0.041666666666667254,1024,102,2
6,0.1,1,0,0.09375,21.535621643066406,-0.6666666666666672,1024,96,3
7,0.1,1,0,0.1044921875,30.112642288208008,0.479166666666666,1024,107,2
8,0.1,1,0,0.0986328125,25.780736923217773,-0.1458333333333339,1024,101,3
9,0.1,1,0,0.0986328125,35.1621208190918,-0.1458333333333339,1024,101,0
10,0.1,1,0,0.11746031746031746,31.83902931213379,1.0329663113348535,315,37,1
11,0.1,1,0,0.09070034443168772,34.328819274902344,-0.9148600992217921,871,79,3
12,0.1,1,0,0.11398963730569948,29.303808212280273,0.647834175673825,193,22,2
13,0.1,1,0,0.0986328125,34.48929214477539,-0.1458333333333339,1024,101,1
14,0.1,1,0,0.1111111111111111,34.86335372924805,0.3849001794597503,108,12,0
15,0.1,1,0,0.09375,46.597164154052734,-0.6666666666666672,1024,96,0
16,0.1,1,0,0.1022530329289428,31.637981414794922,0.18039902708611869,577,59,3
17,0.1,1,0,0.1064453125,26.209842681884766,0.6874999999999993,1024,109,1
18,0.1,1,0,0.10784313725490197,29.943584442138672,0.5280786895875589,408,44,0
19,0.1,1,0,0.0927734375,22.250558853149414,-0.7708333333333338,1024,95,0
20,0.1,1,0,0.1064453125,30.993183135986328,0.6874999999999993,1024,109,0
21,0.1,1,0,0.09309791332263243,36.4227180480957,-0.5742528741540865,623,58,0
22,0.1,1,0,0.12876712328767123,39.87491226196289,1.831983729065748,365,47,3
23,0.1,1,0,0.0919661733615222,54.228858947753906,-0.8236577124323173,946,87,2
24,0.1,1,0,0.1015625,26.353759765625,0.058925565098878745,128,13,3
25,0.1,1,0,0.11801242236024845,41.74361038208008,1.0774045443123483,322,38,3
26,0.1,1,0,0.11258278145695365,40.212039947509766,0.7288847610213517,302,34,0
27,0.1,1,0,0.1044921875,34.4398193359375,0.479166666666666,1024,107,1
28,0.1,1,0,0.0888671875,25.9360294342041,-1.1875000000000004,1024,91,4
29,0.1,1,0,0.09765625,21.320682525634766,-0.25000000000000056,1024,100,4
30,0.1,1,0,0.10067114093959731,25.072969436645508,0.04729837698403976,447,45,2
31,0.1,1,0,0.0947265625,23.50951385498047,-0.5625000000000006,1024,97,2
32,0.1,1,0,0.099609375,46.42427062988281,-0.041666666666667254,1024,102,4
33,0.1,1,0,0.091796875,41.766883850097656,-0.8750000000000004,1024,94,4
34,0.1,1,0,0.0927734375,60.596092224121094,-0.7708333333333338,1024,95,0
35,0.1,1,0,0.10526315789473684,30.50661277770996,0.45883146774112277,684,72,2
36,0.1,1,0,0.09846153846153846,32.90803146362305,-0.09245003270420485,325,32,2
37,0.1,1,0,0.1201171875,24.4794864654541,2.1458333333333326,1024,123,2
38,0.1,1,0,0.0888671875,38.55826187133789,-1.1875000000000004,1024,91,1
39,0.1,1,0,0.1005859375,33.61167526245117,0.062499999999999396,1024,103,0
40,0.1,1,0,0.10103626943005181,26.576589584350586,0.09597543343315892,772,78,4
41,0.1,1,0,0.10546875,23.640153884887695,0.5833333333333327,1024,108,3
42,0.1,1,0,0.10491803278688525,41.0166015625,0.2862991671569341,305,32,3
43,0.1,1,0,0.1044921875,38.25975036621094,0.479166666666666,1024,107,1
44,0.1,1,0,0.10982658959537572,41.7798957824707,0.4308286887194996,173,19,3
45,0.1,1,0,0.09375,25.13409996032715,-0.6666666666666672,1024,96,4
46,0.1,1,0,0.1044921875,47.40319061279297,0.479166666666666,1024,107,2
47,0.1,1,0,0.0986328125,32.963218688964844,-0.1458333333333339,1024,101,3
48,0.1,1,0,0.09417040358744394,27.819774627685547,-0.290181463079051,223,21,3
49,0.1,1,0,0.099609375,21.808317184448242,-0.041666666666667254,1024,102,3
50,0.1,1,0,0.09350057012542759,30.45245933532715,-0.6415844127805159,877,82,0
