model_seed,gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
1,0.1,2,1000,0.1162109375,35.63295364379883,1.7291666666666659,1024,119,0
2,0.1,2,1000,0.13587487781036167,28.62687873840332,3.8247846934904173,1023,139,0
3,0.1,2,1000,0.13372093023255813,35.94015121459961,3.296305974107288,860,115,0
4,0.1,2,1000,0.16633266533066132,34.33687210083008,4.939198340762158,499,83,0
5,0.1,2,1000,0.1650390625,39.026824951171875,6.937499999999998,1024,169,0
6,0.1,2,1000,0.1318359375,27.657455444335938,3.395833333333332,1024,135,0
7,0.1,2,1000,0.158203125,26.845436096191406,6.208333333333332,1024,162,0
8,0.1,2,1000,0.138671875,21.18178367614746,4.124999999999999,1024,142,0
9,0.1,2,1000,0.1396484375,46.931541442871094,4.229166666666665,1024,143,0
10,0.1,2,1000,0.1351981351981352,35.495452880859375,2.4301162329125123,429,58,0
11,0.1,2,1000,0.1474609375,29.103221893310547,5.062499999999998,1024,151,0
12,0.1,2,1000,0.15384615384615385,35.93514633178711,2.506402059138015,195,30,0
13,0.1,2,1000,0.171875,32.97132873535156,7.666666666666665,1024,176,0
14,0.1,2,1000,0.1650390625,44.41232681274414,6.937499999999998,1024,169,0
15,0.1,2,1000,0.1277445109780439,39.81648635864258,2.927451309377077,1002,128,0
16,0.1,2,1000,0.1328125,24.279518127441406,3.499999999999999,1024,136,0
17,0.1,2,1000,0.1533203125,31.46024513244629,5.687499999999998,1024,157,0
18,0.1,2,1000,0.1597444089456869,35.360904693603516,6.102514365091231,939,150,0
19,0.1,2,1000,0.15073529411764705,29.57842254638672,3.9444674582777024,544,82,0
20,0.1,2,1000,0.140625,32.56005859375,3.7527767497325657,768,108,0
21,0.1,2,1000,0.12581699346405228,34.713924407958984,2.128923819763367,612,77,0
22,0.1,2,1000,0.1708984375,50.9871711730957,7.562499999999998,1024,175,0
23,0.1,2,1000,0.1259765625,59.74728012084961,2.770833333333332,1024,129,0
24,0.1,2,1000,0.16124661246612465,31.836956024169922,5.546116642870071,738,119,0
25,0.1,2,1000,0.1826171875,53.965614318847656,8.812499999999998,1024,187,0
26,0.1,2,1000,0.14847161572052403,45.439430236816406,2.4450288216838314,229,34,0
27,0.1,2,1000,0.142578125,45.765804290771484,4.541666666666665,1024,146,0
28,0.1,2,1000,0.14659685863874344,43.160892486572266,4.799953945871754,955,140,0
29,0.1,2,1000,0.1337890625,21.867080688476562,3.6041666666666656,1024,137,0
30,0.1,2,1000,0.133630289532294,31.415199279785156,2.3753768635211427,449,60,0
