model_seed,gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
61,0.015,15,200,0.07977207977207977,53.44374084472656,9.983381228446758,351,28,0
62,0.015,15,200,0.08924731182795699,51.112770080566406,18.627666925144993,930,83,0
63,0.015,15,200,0.08984375,34.00669860839844,19.703427171463964,1024,92,0
64,0.015,15,200,0.0859375,28.24527359008789,18.675064584226806,1024,88,0
65,0.015,15,200,0.09765625,28.126150131225586,21.760152345938284,1024,100,0
66,0.015,15,200,0.2,27.625747680664062,4.8129126935360755,10,2,0
67,0.015,15,200,0.0478515625,28.540424346923828,8.648529358664506,1024,49,0
68,0.015,15,200,0.0576171875,48.84907913208008,11.219435826757405,1024,59,0
69,0.015,15,200,0.078125,22.102205276489258,16.618339409752487,1024,80,0
70,0.015,15,200,0.059509918319719954,31.746471405029297,10.719720538019944,857,51,0
71,0.015,15,200,0.05976095617529881,71.04132843017578,11.668162448520816,1004,60,0
72,0.015,15,200,0.05353728489483748,41.33155822753906,7.25050428052131,523,28,0
73,0.015,15,200,0.0693359375,34.333927154541016,14.30452358846888,1024,71,0
74,0.015,15,200,0.049253731343283584,37.393795013427734,7.294265110882763,670,33,0
75,0.015,15,200,0.06349206349206349,43.957054138183594,8.956167114932278,504,32,0
