model_seed,gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
1,0.02,1,350,0.0205078125,26.460691452026367,0.11607142857142849,1024,21,2
2,0.02,1,350,0.025390625,25.016677856445312,1.2321428571428572,1024,26,4
3,0.02,1,350,0.027906976744186046,40.44099044799805,1.6562719672854358,860,24,1
4,0.02,1,350,0.027139874739039668,36.188194274902344,1.1161699181118157,479,13,0
5,0.02,1,350,0.0234375,29.604774475097656,0.7857142857142857,1024,24,3
6,0.02,1,350,0.0234375,21.514928817749023,0.7857142857142857,1024,24,4
7,0.02,1,350,0.0234375,30.112642288208008,0.7857142857142857,1024,24,0
8,0.02,1,350,0.0322265625,25.780736923217773,2.794642857142857,1024,33,0
9,0.02,1,350,0.0263671875,35.1621208190918,1.455357142857143,1024,27,0
10,0.02,1,350,0.025396825396825397,31.3897647857666,0.684172491923085,315,8,1
11,0.02,1,350,0.02066590126291619,30.86441421508789,0.14037535913985114,871,18,0
12,0.02,1,350,0.041025641025641026,28.87323570251465,2.0971935596869105,195,8,1
13,0.02,1,350,0.025390625,34.48929214477539,1.2321428571428572,1024,26,0
14,0.02,1,350,0.046296296296296294,34.86335372924805,1.9519937672601633,108,5,0
15,0.02,1,350,0.0283203125,45.02695083618164,1.9017857142857144,1024,29,0
