model_seed,gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
1,0.05,10,350,0.173828125,47.86842727661133,18.181196909242022,1024,178,0
2,0.05,10,350,0.1787109375,29.363262176513672,18.89812107758753,1024,183,0
3,0.05,10,350,0.14860335195530727,45.46510314941406,13.534941766877134,895,133,0
4,0.05,10,350,0.140625,41.14399337768555,13.306112564492583,1024,144,0
5,0.05,10,350,0.193359375,43.66006851196289,21.048893582624046,1024,198,0
6,0.05,10,350,0.142578125,27.1118106842041,13.592882231830785,1024,146,0
7,0.05,10,350,0.1806640625,54.183441162109375,19.18489074492573,1024,185,0
8,0.05,10,350,0.203125,27.899093627929688,22.482741919315057,1024,208,0
9,0.05,10,350,0.171875,49.558467864990234,17.89442724190382,1024,176,0
10,0.05,10,350,0.171875,37.35137176513672,17.89442724190382,1024,176,0
11,0.05,10,350,0.16303099885189437,35.2867431640625,15.30593406559691,871,142,0
12,0.05,10,350,0.16666666666666666,34.10068893432617,7.532386215885586,198,33,0
13,0.05,10,350,0.1875,31.050111770629883,20.188584580609437,1024,192,0
14,0.05,10,350,0.16796875,54.760009765625,17.320887907227412,1024,172,0
15,0.05,10,350,0.13602391629297458,58.90813446044922,10.209053136836507,669,91,0
16,0.05,10,350,0.1611328125,26.394563674926758,16.317194071543707,1024,165,0
17,0.05,10,350,0.1337890625,38.18553161621094,12.302418728808876,1024,137,0
18,0.05,10,350,0.15492957746478872,42.26066207885742,9.071211560191692,355,55,0
19,0.05,10,350,0.166015625,23.34516143798828,17.03411823988921,1024,170,0
20,0.05,10,350,0.138671875,40.564815521240234,13.019342897154381,1024,142,0
21,0.05,10,350,0.16735537190082644,38.33640670776367,16.753048582231475,968,162,0
22,0.05,10,350,0.20253164556962025,27.918170928955078,6.220520081681991,79,16,0
23,0.05,10,350,0.22485207100591717,46.69709014892578,10.429592209038615,169,38,0
24,0.05,10,350,0.15234375,36.41912078857422,15.026730568521796,1024,156,0
25,0.05,10,350,0.15476190476190477,47.900115966796875,12.46066492712428,672,104,0
26,0.05,10,350,0.16913946587537093,46.80709457397461,10.035148287679075,337,57,0
27,0.05,10,350,0.185546875,33.215293884277344,19.901814913271235,1024,190,0
28,0.05,10,350,0.1506276150627615,35.430477142333984,7.137881363777074,239,36,0
29,0.05,10,350,0.1572265625,27.233884811401367,15.7436547368673,1024,161,0
30,0.05,10,350,0.1415929203539823,33.713321685791016,7.737754572961891,339,48,0
