model_seed,gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
1,0.01,14,200,0.041666666666666664,36.11017608642578,3.819143697985006,144,6,0
2,0.01,14,200,0.060546875,26.18536376953125,16.256486661817753,1024,62,0
3,0.01,14,200,0.040697674418604654,40.97808074951172,9.047677332679315,860,35,0
4,0.01,14,200,0.07317073170731707,34.165557861328125,12.195833682113488,369,27,0
5,0.01,14,200,0.05078125,24.16175079345703,13.115743489132717,1024,52,0
6,0.01,14,200,0.08333333333333333,30.383670806884766,3.6106837353937604,24,2,0
7,0.01,14,200,0.0634765625,29.292835235595703,17.198709613623265,1024,65,0
8,0.01,14,200,0.0849609375,27.30804443359375,24.10834459353035,1024,87,0
9,0.01,14,200,0.05859375,40.35013961791992,15.628338027280746,1024,60,0
10,0.01,14,200,0.0472636815920398,42.277000427246094,10.619307271142532,804,38,0
11,0.01,14,200,0.072265625,38.21249008178711,20.025378469039797,1024,74,0
12,0.01,14,200,0.041025641025641026,27.634021759033203,4.354321297299266,195,8,0
13,0.01,14,200,0.056640625,25.76641273498535,15.000189392743739,1024,58,0
14,0.01,14,200,0.0546875,41.26924514770508,14.372040758206731,1024,56,0
15,0.01,14,200,0.0634765625,39.64910125732422,17.198709613623265,1024,65,0
