model_seed,gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
1,0.02,14,350,0.08368200836820083,28.653106689453125,7.032142557367825,239,20,0
2,0.02,14,350,0.11534701857282502,28.915382385253906,21.78296023762488,1023,118,0
3,0.02,14,350,0.08139534883720931,50.59001541137695,12.8604646871575,860,70,0
4,0.02,14,350,0.1044921875,23.482826232910156,19.3125,1024,107,0
5,0.02,14,350,0.12101910828025478,37.647056579589844,18.082368553794982,628,76,0
6,0.02,14,350,0.1025390625,64.40699005126953,18.86607142857143,1024,105,0
7,0.02,14,350,0.119140625,30.715957641601562,22.66071428571429,1024,122,0
8,0.02,14,350,0.158203125,25.63694190979004,31.58928571428572,1024,162,0
9,0.02,14,350,0.1044776119402985,46.702266693115234,9.878272215095537,268,28,0
10,0.02,14,350,0.10087173100871731,51.25836944580078,16.369163100087007,803,81,0
11,0.02,14,350,0.134765625,43.68269348144531,26.232142857142858,1024,138,0
12,0.02,14,350,0.05128205128205128,32.08469009399414,3.1202148083146715,195,10,0
13,0.02,14,350,0.1064453125,37.06110763549805,19.758928571428573,1024,109,0
14,0.02,14,350,0.13671875,42.69476318359375,26.67857142857143,1024,140,0
15,0.02,14,350,0.1064453125,48.679222106933594,19.758928571428573,1024,109,0
