gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.1,6,0,0.0947265625,34.47947692871094,-0.5625000000000006,1024,97,2
0.1,6,50,0.09375,20.20042610168457,-0.6666666666666672,1024,96,0
0.1,6,100,0.125,22.764556884765625,2.6666666666666656,1024,128,0
0.1,6,150,0.134765625,25.475322723388672,3.708333333333332,1024,138,0
0.1,6,200,0.138671875,21.622295379638672,4.124999999999999,1024,142,0
0.1,6,250,0.1513671875,18.70488739013672,5.479166666666665,1024,155,0
0.1,6,300,0.1796875,21.98851203918457,8.499999999999998,1024,184,0
0.1,6,350,0.1923828125,23.595544815063477,9.854166666666664,1024,197,0
0.1,6,400,0.2001953125,22.70650863647461,10.687499999999998,1024,205,0
0.1,6,450,0.216796875,22.532625198364258,12.45833333333333,1024,222,0
0.1,6,500,0.2236328125,21.337209701538086,13.187499999999998,1024,229,0
0.1,6,550,0.2353515625,21.842609405517578,14.437499999999996,1024,241,0
0.1,6,600,0.2412109375,23.62653350830078,15.062499999999996,1024,247,0
0.1,6,650,0.2509765625,23.231775283813477,16.104166666666664,1024,257,0
0.1,6,700,0.259765625,23.857032775878906,17.041666666666664,1024,266,0
0.1,6,750,0.2626953125,23.358612060546875,17.354166666666664,1024,269,0
0.1,6,800,0.267578125,23.543100357055664,17.874999999999996,1024,274,0
0.1,6,850,0.2744140625,23.643186569213867,18.604166666666664,1024,281,0
0.1,6,900,0.275390625,23.934619903564453,18.70833333333333,1024,282,0
0.1,6,950,0.2783203125,24.021554946899414,19.02083333333333,1024,285,0
0.1,6,1000,0.2802734375,24.00715446472168,19.229166666666664,1024,287,0
