gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.9,4,0,0.8759765625,27.378629684448242,-2.5625000000000027,1024,897,3
0.9,4,50,0.9146757679180887,39.86345672607422,1.4503540033129998,879,804,1
0.9,4,100,0.914187643020595,40.34026336669922,1.39812085574959,874,799,1
0.9,4,150,0.9233409610983981,45.91450500488281,2.300134311071908,874,807,0
0.9,4,200,0.931350114416476,39.137474060058594,3.089396084478936,874,814,0
0.9,4,250,0.9267734553775744,45.764404296875,2.638389356817777,874,810,0
0.9,4,300,0.9279176201372997,41.07627487182617,2.751141038733067,874,811,0
0.9,4,350,0.931350114416476,44.07102966308594,3.089396084478936,874,814,0
0.9,4,400,0.9290617848970252,42.2995491027832,2.863892720648357,874,812,0
0.9,4,450,0.931350114416476,44.092323303222656,3.089396084478936,874,814,0
0.9,4,500,0.9324942791762014,45.76613998413086,3.202147766394226,874,815,0
0.9,4,550,0.9290617848970252,44.95502853393555,2.863892720648357,874,812,0
0.9,4,600,0.9324942791762014,45.68106460571289,3.202147766394226,874,815,0
0.9,4,650,0.9336384439359268,46.442230224609375,3.3148994483095158,874,816,0
0.9,4,700,0.9393592677345538,46.972938537597656,3.878657857885964,874,821,0
0.9,4,750,0.9405034324942791,47.825931549072266,3.991409539801254,874,822,0
0.9,4,800,0.9405034324942791,48.40147018432617,3.991409539801254,874,822,0
0.9,4,850,0.9427917620137299,48.477508544921875,4.216912903631833,874,824,0
0.9,4,900,0.9450800915331807,48.4632568359375,4.442416267462413,874,826,0
0.9,4,950,0.9530892448512586,49.00153732299805,5.231678040869441,874,833,0
0.9,4,1000,0.9530892448512586,49.00153732299805,5.231678040869441,874,833,0
