gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.9,12,0,0.9072265625,48.26505661010742,0.770833333333331,1024,929,1
0.9,12,50,0.8974609375,29.747802734375,-0.2708333333333357,1024,919,0
0.9,12,100,0.9169921875,36.505638122558594,1.8124999999999978,1024,939,0
0.9,12,150,0.9208984375,31.513086318969727,2.2291666666666643,1024,943,0
0.9,12,200,0.9287109375,32.33121109008789,3.062499999999998,1024,951,0
0.9,12,250,0.93359375,34.10548782348633,3.5833333333333313,1024,956,0
0.9,12,300,0.935546875,34.37138366699219,3.7916666666666643,1024,958,0
0.9,12,350,0.9404296875,33.35953140258789,4.312499999999998,1024,963,0
0.9,12,400,0.94140625,32.90010070800781,4.416666666666664,1024,964,0
0.9,12,450,0.9443359375,33.55577850341797,4.729166666666664,1024,967,0
0.9,12,500,0.9453125,32.818077087402344,4.833333333333331,1024,968,0
0.9,12,550,0.9462890625,32.886688232421875,4.937499999999998,1024,969,0
0.9,12,600,0.94921875,33.712703704833984,5.249999999999998,1024,972,0
0.9,12,650,0.951171875,34.442588806152344,5.458333333333331,1024,974,0
0.9,12,700,0.951171875,34.442588806152344,5.458333333333331,1024,974,0
0.9,12,750,0.951171875,34.442588806152344,5.458333333333331,1024,974,0
0.9,12,800,0.951171875,33.86566925048828,5.458333333333331,1024,974,0
0.9,12,850,0.9521484375,34.07746124267578,5.562499999999998,1024,975,0
0.9,12,900,0.9521484375,34.07746124267578,5.562499999999998,1024,975,0
0.9,12,950,0.953125,34.214744567871094,5.666666666666664,1024,976,0
0.9,12,1000,0.9541015625,34.647850036621094,5.770833333333331,1024,977,0
