gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.9,10,0,0.8984881209503239,36.74665069580078,-0.1084391962127053,463,416,4
0.9,10,50,0.9013671875,50.64141082763672,0.14583333333333098,1024,923,0
0.9,10,100,0.9230769230769231,55.32076644897461,1.6641005886756892,468,432,0
0.9,10,150,0.9330024813895782,58.66154861450195,2.208400634147785,403,376,0
0.9,10,200,0.9429280397022333,55.719886779785156,2.872581275996742,403,380,0
0.9,10,250,0.9404466501240695,56.505767822265625,2.7065361155345027,403,379,0
0.9,10,300,0.9478908188585607,59.69903564453125,3.2046715969212207,403,382,0
0.9,10,350,0.9578163771712159,58.25535583496094,3.8688522387701783,403,386,0
0.9,10,400,0.9627791563275434,58.44561767578125,4.200942559694657,403,388,0
0.9,10,450,0.9602977667493796,57.24309539794922,4.034897399232418,403,387,0
0.9,10,500,0.9602977667493796,55.576171875,4.034897399232418,403,387,0
0.9,10,550,0.9602977667493796,57.393856048583984,4.034897399232418,403,387,0
0.9,10,600,0.9602977667493796,57.125274658203125,4.034897399232418,403,387,0
0.9,10,650,0.9602977667493796,56.162715911865234,4.034897399232418,403,387,0
0.9,10,700,0.9602977667493796,56.04914855957031,4.034897399232418,403,387,0
0.9,10,750,0.967741935483871,57.072998046875,4.533032880619135,403,390,0
0.9,10,800,0.967741935483871,56.6231803894043,4.533032880619135,403,390,0
0.9,10,850,0.967741935483871,56.6231803894043,4.533032880619135,403,390,0
0.9,10,900,0.967741935483871,56.050479888916016,4.533032880619135,403,390,0
0.9,10,950,0.967741935483871,55.85209274291992,4.533032880619135,403,390,0
0.9,10,1000,0.967741935483871,56.07606506347656,4.533032880619135,403,390,0
