gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.9,6,0,0.8857421875,27.178613662719727,-1.5208333333333357,1024,907,3
0.9,6,50,0.90234375,38.3759651184082,0.24999999999999764,1024,924,4
0.9,6,100,0.90625,66.36978912353516,0.6666666666666643,1024,928,0
0.9,6,150,0.9228515625,60.156044006347656,2.437499999999998,1024,945,0
0.9,6,200,0.943359375,73.19953918457031,4.624999999999998,1024,966,0
0.9,6,250,0.9404296875,80.79517364501953,4.312499999999998,1024,963,0
0.9,6,300,0.9443359375,80.43299865722656,4.729166666666664,1024,967,0
0.9,6,350,0.943359375,73.2641372680664,4.624999999999998,1024,966,0
0.9,6,400,0.947265625,76.33132934570312,5.041666666666664,1024,970,0
0.9,6,450,0.953125,78.74800109863281,5.666666666666664,1024,976,0
0.9,6,500,0.953125,78.1593246459961,5.666666666666664,1024,976,0
0.9,6,550,0.953125,77.62667846679688,5.666666666666664,1024,976,0
0.9,6,600,0.955078125,77.52912139892578,5.874999999999998,1024,978,0
0.9,6,650,0.9541015625,79.30491638183594,5.770833333333331,1024,977,0
0.9,6,700,0.9541015625,79.30491638183594,5.770833333333331,1024,977,0
0.9,6,750,0.9619140625,79.88868713378906,6.604166666666664,1024,985,0
0.9,6,800,0.9619140625,79.88868713378906,6.604166666666664,1024,985,0
0.9,6,850,0.96484375,80.67229461669922,6.916666666666664,1024,988,0
0.9,6,900,0.96484375,80.67229461669922,6.916666666666664,1024,988,0
0.9,6,950,0.966796875,80.40787506103516,7.124999999999998,1024,990,0
0.9,6,1000,0.96875,80.115478515625,7.333333333333331,1024,992,0
