model_seed,gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
1,0.025,5,1000,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1002,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1004,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1006,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1008,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1010,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1012,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1014,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1016,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1018,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1020,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
1,0.025,5,1022,0.06734006734006734,35.50509262084961,4.6736636781507395,297,20,0
