model_seed,gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
1,0.1,30,350,0.48120300751879697,81.01468658447266,14.654158484957629,133,64,0
2,0.1,30,350,0.554016620498615,44.876949310302734,40.66484260928952,722,400,0
3,0.1,30,350,0.4599609375,45.72896957397461,38.39583333333333,1024,471,0
4,0.1,30,350,0.46987951807228917,54.56026840209961,19.45533449110147,249,117,0
5,0.1,30,350,0.5673828125,136.99026489257812,49.854166666666664,1024,581,0
6,0.1,30,350,0.5,49.84067153930664,8.640987597877148,42,21,0
7,0.1,30,350,0.5380859375,50.03191375732422,46.729166666666664,1024,551,0
8,0.1,30,350,0.611328125,52.056758880615234,54.541666666666664,1024,626,0
9,0.1,30,350,0.44964028776978415,56.79131317138672,19.432228662491777,278,125,0
10,0.1,30,350,0.5543933054393305,115.5353012084961,46.831666860368124,956,530,0
11,0.1,30,350,0.536144578313253,54.68572235107422,32.443215762251185,498,267,0
12,0.1,30,350,0.521484375,230.630615234375,44.95833333333333,1024,534,0
13,0.1,30,350,0.5712890625,79.86956787109375,50.27083333333333,1024,585,0
14,0.1,30,350,0.534965034965035,88.81262969970703,42.469459752332746,858,459,0
15,0.1,30,350,0.5310734463276836,37.59843444824219,19.116863978871947,177,94,0
16,0.1,30,350,0.5517578125,91.68070983886719,48.18749999999999,1024,565,0
17,0.1,30,350,0.599609375,57.19971466064453,53.291666666666664,1024,614,0
18,0.1,30,350,0.5361328125,99.41146850585938,46.52083333333333,1024,549,0
19,0.1,30,350,0.556640625,139.088134765625,48.70833333333333,1024,570,0
20,0.1,30,350,0.5329949238578681,101.91312408447266,45.298066554935225,985,525,0
21,0.1,30,350,0.5340909090909091,60.40655517578125,42.92405791015974,880,470,0
22,0.1,30,350,0.5537109375,47.74073028564453,48.39583333333333,1024,567,0
23,0.1,30,350,0.5482233502538071,71.33148193359375,20.97038171310807,197,108,0
24,0.1,30,350,0.5380859375,85.7301254272461,46.729166666666664,1024,551,0
25,0.1,30,350,0.5108695652173914,80.36479949951172,13.136408085595708,92,47,0
