gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.5,1,0,0.47265625,23.1486759185791,-1.75,1024,484,4
0.5,1,100,0.453125,34.47947692871094,-3.0,1024,464,2
0.5,1,200,0.453125,34.47947692871094,-3.0,1024,464,2
0.5,1,300,0.453125,34.47947692871094,-3.0,1024,464,2
0.5,1,400,0.453125,34.47947692871094,-3.0,1024,464,2
0.5,1,500,0.453125,34.47947692871094,-3.0,1024,464,2
0.5,1,600,0.453125,34.47947692871094,-3.0,1024,464,2
0.5,1,700,0.453125,34.47947692871094,-3.0,1024,464,2
0.5,1,800,0.453125,34.47947692871094,-3.0,1024,464,2
0.5,1,900,0.453125,34.47947692871094,-3.0,1024,464,2
0.5,1,1000,0.453125,34.47947692871094,-3.0,1024,464,2
