gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.5,500,0,0.5302734375,147.789794921875,1.9375,1024,543,0
0.5,500,100,0.5813953488372093,62.82051467895508,1.5096588248481377,86,50,4
0.5,500,200,0.544921875,53.04174041748047,2.875,1024,558,0
0.5,500,300,0.5376344086021505,50.0102424621582,0.7258661863112977,93,50,0
0.5,500,400,0.5132075471698113,45.93107223510742,0.6081211398682972,530,272,0
0.5,500,500,0.48046875,25.903099060058594,-1.25,1024,492,2
0.5,500,600,0.4833984375,37.2629280090332,-1.0625,1024,495,0
0.5,500,700,0.4716796875,36.8985481262207,-1.8125,1024,483,0
0.5,500,800,0.4658203125,33.84186935424805,-2.1875,1024,477,0
0.5,500,900,0.4658203125,35.53432846069336,-2.1875,1024,477,0
0.5,500,1000,0.4541015625,35.162227630615234,-2.9375,1024,465,3
