gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.5,5,0,0.4853515625,31.387348175048828,-0.9375,1024,497,4
0.5,5,100,0.5097276264591439,50.24071502685547,0.31189143077590264,257,131,4
0.5,5,200,0.5579567779960707,79.05372619628906,3.698350930762614,1018,568,0
0.5,5,300,0.619140625,28.9710636138916,7.625,1024,634,0
0.5,5,400,0.6417910447761194,47.24654769897461,4.642438885539598,268,172,0
0.5,5,500,0.662109375,33.575286865234375,10.375,1024,678,0
0.5,5,600,0.6455223880597015,54.87059783935547,4.764608329895903,268,173,0
0.5,5,700,0.6787109375,34.15412139892578,11.4375,1024,695,0
0.5,5,800,0.6828358208955224,54.72440719604492,5.986302773458956,268,183,0
0.5,5,900,0.6904296875,34.009300231933594,12.1875,1024,707,0
0.5,5,1000,0.7126865671641791,58.8471565246582,6.963658328309397,268,191,0
