gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.5,100,0,0.476,59.238807678222656,-0.7589466384404111,250,119,4
0.5,100,100,0.7482993197278912,156.34161376953125,14.748227150462277,882,660,0
0.5,100,200,0.7729468599033816,208.54466247558594,7.854042929483149,207,160,0
0.5,100,300,0.7632850241545893,212.05665588378906,7.576023710740383,207,158,0
0.5,100,400,0.7922705314009661,204.24215698242188,8.410081366968681,207,164,0
0.5,100,500,0.8019323671497585,203.40525817871094,8.688100585711448,207,166,0
0.5,100,600,0.8067632850241546,207.43072509765625,8.827110195082831,207,167,0
0.5,100,700,0.821256038647343,212.0581817626953,9.24413902319698,207,170,0
0.5,100,800,0.8357487922705314,208.11106872558594,9.66116785131113,207,173,0
0.5,100,900,0.8454106280193237,210.99647521972656,9.939187070053897,207,175,0
0.5,100,1000,0.8502415458937198,213.70506286621094,10.07819667942528,207,176,0
