gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.5,10,0,0.4853515625,31.387348175048828,-0.9375,1024,497,4
0.5,10,100,0.5475206611570248,45.66526794433594,2.090909090909091,484,265,0
0.5,10,200,0.639751552795031,41.80073928833008,6.142712695109416,483,309,0
0.5,10,300,0.7045454545454546,41.11589050292969,5.4272042023997455,176,124,0
0.5,10,400,0.7138671875,44.304012298583984,13.6875,1024,731,0
0.5,10,500,0.7101449275362319,48.770729064941406,9.236819830423789,483,343,0
0.5,10,600,0.7670454545454546,46.244537353515625,7.0855165975774455,176,135,0
0.5,10,700,0.7529296875,44.6363639831543,16.1875,1024,771,0
0.5,10,800,0.7329192546583851,48.91140365600586,10.237854491849026,483,354,0
0.5,10,900,0.7784090909090909,47.10210418701172,7.387027942155209,176,137,0
0.5,10,1000,0.7919921875,47.70090866088867,18.6875,1024,811,0
