gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.5,1000,0,0.607421875,616.0010986328125,6.875,1024,622,0
0.5,1000,100,0.8666666666666667,1462.21240234375,2.840187787218772,15,13,0
0.5,1000,200,0.7802734375,1778.85302734375,17.9375,1024,799,0
0.5,1000,300,0.7881773399014779,1545.18115234375,8.211790154220079,203,160,0
0.5,1000,400,0.8125,1447.005126953125,20.0,1024,832,0
0.5,1000,500,0.75,1600.339599609375,2.23606797749979,20,15,0
0.5,1000,600,0.826171875,1871.3408203125,20.875,1024,846,0
0.5,1000,700,0.8078817733990148,1677.0367431640625,8.773280079294956,203,164,0
0.5,1000,800,0.873046875,1526.9578857421875,23.875,1024,894,0
0.5,1000,900,0.8423645320197044,1729.7906494140625,9.75588744817599,203,171,0
0.5,1000,1000,0.931640625,1415.73828125,27.625,1024,954,0
