gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.9,70,0,0.9154411764705882,44.5559196472168,0.8488746876271632,272,249,1
0.9,70,50,0.9303030303030303,187.59661865234375,1.8349396085439347,330,307,0
0.9,70,100,0.9234972677595629,134.86495971679688,1.0595504883682167,183,169,0
0.9,70,150,0.9355509355509356,120.97815704345703,2.5989762897490483,481,450,0
0.9,70,200,0.9462890625,99.82215881347656,4.937499999999998,1024,969,0
0.9,70,250,0.9483985765124555,248.06077575683594,3.8245425015270187,562,533,0
0.9,70,300,0.9424242424242424,189.36569213867188,2.5689154519615087,330,311,0
0.9,70,350,0.9289617486338798,141.27554321289062,1.3059575786864077,183,170,0
0.9,70,400,0.9501039501039501,121.69500732421875,3.662884712453339,481,457,0
0.9,70,450,0.9541015625,104.92491149902344,5.770833333333331,1024,977,0
0.9,70,500,0.9483985765124555,240.23944091796875,3.8245425015270187,562,533,0
0.9,70,550,0.9545454545454546,203.0107879638672,3.3028912953790823,330,315,0
0.9,70,600,0.9398907103825137,140.5360565185547,1.7987717593227897,183,172,0
0.9,70,650,0.9501039501039501,123.80047607421875,3.662884712453339,481,457,0
0.9,70,700,0.9638671875,101.8006362915039,6.812499999999998,1024,987,0
0.9,70,750,0.9519572953736655,226.45199584960938,4.105758861933418,562,535,0
0.9,70,800,0.9606060606060606,200.2120361328125,3.6698792170878693,330,317,0
0.9,70,850,0.9453551912568307,136.99111938476562,2.0451788496409806,183,173,0
0.9,70,900,0.9563409563409564,128.4935760498047,4.118845465040892,481,460,0
0.9,70,950,0.9736328125,100.11933135986328,7.854166666666664,1024,997,0
0.9,70,1000,0.9679715302491103,231.27992248535156,5.371232483762211,562,544,0
