gamma,amplification,step_to_watermark,max_match_percent,perplexity,z_score,actual_length_used,max_num_matches,best_start
0.1,80,0,0.099609375,38.64048767089844,-0.041666666666667254,1024,102,0
0.1,80,50,0.37209302325581395,92.43590545654297,8.410956309868196,86,32,0
0.1,80,100,0.50390625,55.294654846191406,43.08333333333333,1024,516,0
0.1,80,150,0.6352941176470588,143.27474975585938,16.450559717914757,85,54,0
0.1,80,200,0.611328125,133.42689514160156,54.541666666666664,1024,626,0
0.1,80,250,0.7176470588235294,171.83102416992188,18.981415059132413,85,61,0
0.1,80,300,0.650390625,162.69464111328125,58.70833333333333,1024,666,0
0.1,80,350,0.7411764705882353,195.9528350830078,19.7045165851946,85,63,0
0.1,80,400,0.6845703125,189.3392333984375,62.35416666666666,1024,701,0
0.1,80,450,0.7529411764705882,201.03675842285156,20.066067348225694,85,64,0
0.1,80,500,0.7001953125,197.2215118408203,64.02083333333333,1024,717,0
0.1,80,550,0.7529411764705882,209.65869140625,20.066067348225694,85,64,0
0.1,80,600,0.7060546875,199.58978271484375,64.64583333333333,1024,723,0
0.1,80,650,0.7647058823529411,215.16427612304688,20.427618111256788,85,65,0
0.1,80,700,0.708984375,204.65805053710938,64.95833333333333,1024,726,0
0.1,80,750,0.7647058823529411,220.7239990234375,20.427618111256788,85,65,0
0.1,80,800,0.712890625,206.85162353515625,65.37499999999999,1024,730,0
0.1,80,850,0.7647058823529411,222.1396026611328,20.427618111256788,85,65,0
0.1,80,900,0.7138671875,208.24606323242188,65.47916666666666,1024,731,0
0.1,80,950,0.7647058823529411,225.6807098388672,20.427618111256788,85,65,0
0.1,80,1000,0.71484375,208.22500610351562,65.58333333333333,1024,732,0
